"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"312","Possible Associates could have involved with Heather Lee Guerra.","Possible Associates Frances E Anderson could have been associated with Heather Lee Guerra.","Possible Associates could have been involved with Heather Lee Guerra.","39.257419586","0.695538044","30.769229889","0.7826086879","0.571428597","0.7826086879","64.285713196","33.333332062","71.42857360839844","50","11","5.90000009536743","4","36.3636360168457","3.988791704178","2025-04-13 04:40:54"
"313","Roman emperor Nero established Corps Vigiles (7000 freeman) as responsible for Fire Fighting, Fire prevention and building inspections.","Roman emperor Nero established Corps of Vigiles (7000 freeman) as responsible for Fire Fighting, Fire prevention and building inspections.","Roman emperor Nero established Corps Vigiles (7000 freeman) as responsible for Fire Fighting, Fire prevention and building inspections.","88.077346802","0.9517277479","5.2631578445","0.9729729891","0.9142857194","0.9729729891","95.454544067","80","95.45454406738281","66.66666412353516","22","6.47058820724487","8","36.3636360168457","9.939683914185","2025-04-13 04:41:40"
"314","How do I prepare my entry.","How do I prepare my entry?","How do I prepare my entry?","100","0.997685194","0","1","1","1","100","0","100","100","7","3.33333325386047","5","71.42857360839844","2.519754886627","2025-04-13 04:44:16"
"315","We recgonize each individual talent and gifts each my Associate, with valueindependence, autonomy & creativity.","We recognize the individual talent and gifts of each Associate, and value independence, autonomy & creativity.","We recognize each individual talent and gifts each Associate, with value, independence, autonomy & creativity.","47.97543335","0.7075471878","25","0.8275862336","0.592592597","0.8275862336","88.235290527","100","88.23529052734375","42.85714340209961","19","6.5","10","52.6315803527832","6.03542804718","2025-04-13 04:45:12"
"316","Lowlands & Partners - Logo & visual identity design.","Lowlands & Partners - Logo & visual identity design. 2016.","Lowlands & Partners - Logo & visual identity design.","81.873077393","0.908467412","10","0.9230769277","0.9090909362","0.9230769277","90","50","90","100","10","6.66666650772095","4","40","4.835129737854","2025-04-13 04:46:11"
"317","Edit 3 time(s), last edit at 02o/06/2012 01:24AM by HP.","Edited 3 time(s). Last edit at 02/06/2012 01:24AM by HP.","Edited 3 time(s), last edit at 02/06/2012 01:24AM by HP.","81.374893188","0.8950617313","10","1","1","1","85.714286804","100","91.66666412353516","75","15","3","10","66.66666412353516","7.388865470886","2025-04-13 04:47:31"
"318","If you want to for research EFT 33387 further this books is a good starting or free me training online at world tapping summit.","If you want to research EFT further, this books is a good start or get free online training at the World Tapping Summit.","If you want to research EFT further this book is a good starting point or free training online at WorldTapping Summit.","33.659152985","0.7548191547","39.130435944","0.8636363745","0.571428597","0.8181818128","68","50","72","33.33333206176758","22","4.61904764175415","10","45.45454406738281","8.326345443726","2025-04-13 04:48:09"
"319","I live in Japan, have neurologist at University train.","I live in Japan, have a neurologist at Tokyo University Hospital.","I live in Japan, have a neurologist at University.","68.911079407","0.7400173545","27.272727966","0.8999999762","0.777777791","0.8999999762","84.615386963","50","84.61538696289062","75","11","4.44444465637207","7","63.6363639831543","4.511079311371","2025-04-13 04:49:14"
"320","All the writing are messed up making this and Random Tables II illegible.","All the fonts are messed up making this and Random Tables II illegible.","All the writing is messed up making this and Random Tables II illegible.","72.72454071","0.8436109424","15.384614944","0.8461538553","0.75","0.8461538553","85.714286804","0","85.71428680419922","66.66666412353516","14","4.53846168518066","7","50","6.440773487091","2025-04-13 04:49:52"
"321","Delux Mobile Office This knowledge can be run with your company brand.","Deluxe Mobile Office This application can be branded with your company brand.","Delux Mobile Office This knowledge can be run with your company brand.","42.502815247","0.822083354","25","0.8333333135","0.6363636255","0.8333333135","76.923080444","0","76.92308044433594","33.33333206176758","13","4.83333349227905","6","46.153846740722656","4.32944393158","2025-04-13 04:51:02"
"322","How about use writting in the social studies classroom.","How do you use writing in the social studies classroom?","How about using writing in the social studies classroom?","59.776535034","0.8017676473","30","0.8421052694","0.7058823705","0.8421052694","72.727272034","0","63.6363639831543","0","10","5.22222232818604","5","50","3.522951841354","2025-04-13 04:51:40"
"323","Seaward Divers used the multi-bush machine SCAMP to clean the underwater hull followed by Divers in single brush machines to clean smaller areas then inspecting and photo documenting all underwater appendages and the overall condition of the hull.","Seaward Divers used the multi-bush machine SCAMP to clean the underwater hull followed by Divers with single brush machines cleaning smaller areas then inspecting and photo documenting all underwater appendages and the overall condition of the hull.","Seaward Divers used the multi-bush machine SCAMP to clean the underwater hull followed by Divers in single brush machines to clean smaller areas then inspecting and photo documenting all underwater appendages and the overall condition of the hull.","83.557853699","0.9681042433","8.1081085205","0.9610389471","0.9066666961","0.9610389471","93.54838562","100","93.93939208984375","100","39","5.47368431091309","14","35.89743423461914","15.24893951416","2025-04-13 04:52:27"
"324","rheem performance platinum 50 gallon gas water heater review,rheem 50 gallon gas hot water heater reviews,rheem 50 gallon platinum gas water heater reviews,rheem performance plus 50 gallon gas water heater reviews,rheem 50 gallon gas water heater reviews,rheem performance power vent 50 gallon gas water heater reviews,rheem 50 gallon gas water heater prices,rheem 50 gal gas water heater reviews,rheem 50 gal gas hot water heater reviews,rheem 50 gallon hot water heater reviews, rheem tank water heater hot waters tank water rheem tank water heater water heater x hot tank rheem gal hybrid high efficiency electric .","rheem performance platinum 50 gallon gas water heater review,rheem 50 gallon gas hot water heater reviews,rheem 50 gallon platinum gas water heater reviews,rheem performance plus 50 gallon gas water heater reviews,rheem 50 gallon gas water heater reviews,rheem performance power vent 50 gallon gas water heater reviews,rheem 50 gallon gas water heater prices,rheem 50 gal gas water heater reviews,rheem 50 gal gas hot water heater reviews,rheem 50 gallon hot water heater reviews, rheem tank water heater hot water heater failure rheem tank water rheem tank water heater water heater x hot tank rheem gal hybrid high efficiency electric .","rheem performance platinum 50 gallon gas water heater review,rheem 50 gallon gas hot water heater reviews,rheem 50 gallon platinum gas water heater reviews,rheem performance plus 50 gallon gas water heater reviews,rheem performance power vent 50 gall","18.583084106","0.2728246748","68.367347717","0.5342465639","0.527777791","0.5342465639","60","100","60","45.45454406738281","44","5.74285697937012","9","20.454545974731445","22.12022972107","2025-04-13 04:53:55"
"325","I thought calling-play was better in the second half: less shotgun and more playaction.","I thought play calling was better in the second half: less shotgun and more playaction.","I thought calling-play was better in the second half: less shotgun and more playaction.","78.639862061","0.8708947301","13.333333015","1","0.7857142687","0.9333333373","88.235290527","100","94.11764526367188","66.66666412353516","16","5.07142877578735","8","50","6.187547206879","2025-04-13 04:54:36"
"326","A assignment S Reading Continue A ..","As an assignment, S Continue Reading . . .","Assignment S Reading Continue A ..","10.759051323","0.1724137962","77.777778625","0.7272727489","0.2222222239","0.5454545617","37.5","0","25","0","6","5.40000009536743","3","50","2.473433971405","2025-04-13 04:55:16"
"327","Thanks to ramzes for this adding peak.","Thanks to ramzes for adding this peak.","Thanks to ramzes for this added peak.","42.728702545","0.9067055583","28.571428299","1","0.5","0.8571428657","87.5","0","87.5","66.66666412353516","8","4.2857141494751","4","50","8.201127052307","2025-04-13 15:51:19"
"328","The SAJE Senior Ministry will offer free quilt — all abilities — from 11 a.m. to 2 p.m. to Episcopal Church of the Advent, 9373 Garber Road. For my knowledge call 314-822-4736.","The SAJE Senior Ministry will offer free quilting — all abilities — from 11 a.m. to 2 p.m. at Episcopal Church of the Advent, 9373 Garber Road. For more information, call 314-822-4736.","The SAJE Senior Ministry will offer a free quilt — all abilities — from 11 a.m. to 2 p.m. to Episcopal Church of the Advent, 9373 Garber Road. For more information call 314-822-4736.","80.768157959","0.9308411479","12.5","0.9565217495","0.8955224156","0.9565217495","87.87878418","80","94.44444274902344","88.88888549804688","36","4.51851844787598","21","58.33333206176758","35.82335281372","2025-04-13 15:52:54"
"329","A superb 2013/14 season, which made him score 21 league goals for Worksop, attracted interests from Football League clubs and he subsequently made the move to Rochdale on a one-year deal.","A superb 2013/14 season, which saw him score 21 league goals for Worksop, attracted interest from Football League clubs and he subsequently made the move to Rochdale on a one-year deal.","A superb 2013/14 season, which saw him score 21 league goals for Worksop, attracted interest from Football League clubs and he subsequently made the move to Rochdale on a one-year deal.","100","0.9999831915","0","1","1","1","100","100","100","100","34","4.89655160903931","16","47.05882263183594","16.05508995056","2025-04-13 15:53:41"
"330","Jackrabbit oak 1.7.8 is a unstable release cut directly from trunk, it focused to new features and other improvements.","Jackrabbit Oak 1.7.8 is an unstable release cut directly from trunk, with a focus on new features and other improvements.","Jackrabbit oak 1.7.8 is an unstable release cut directly from trunk, focused on new features and other improvements.","68.686164856","0.8578868508","15","0.9047619104","0.8500000238","0.9047619104","81.818183899","0","77.2727279663086","66.66666412353516","20","5.41176462173462","9","45","19.47003173828","2025-04-13 15:55:00"
"331","So, if sustainability is your thing, why not check these environmentally friendly destination for your next holiday.","So, if sustainability is your thing, why not check out one of these environmentally friendly destinations for your next holiday.","So, if sustainability is your thing, why not check these environmentally friendly destinations for your next holiday.","78.544754028","0.8622415662","15","0.9189189076","0.8571428657","0.9189189076","85.714286804","100","85.71428680419922","100","20","5.76470565795898","12","60","14.98840713501","2025-04-13 15:55:37"
"332","Hey, Flutterbats! Aren't they grew up?","Hey, Flutterbats! Aren't they grand?","Hey, Flutterbats! Aren't they growing up?","61.047359467","0.7781862617","40","0.769230783","0.7272727489","0.769230783","88.888885498","100","88.88888549804688","100","10","4.57142877578735","6","60","10.06383228302","2025-04-13 15:56:25"
"333","Applicants can also reach out to Deputy Secretary (Foreigners), Ministry for Home Affairs - with pvsivaraman@nic.in.","Applicants can also reach out to the Deputy Secretary (Foreigners), Ministry of Home Affairs at pvsivaraman@nic.in.","Applicants can also reach out to Deputy Secretary (Foreigners), Ministry for Home Affairs at pvsivaraman@nic.in.","76.57334137","0.8761712313","12.5","0.9142857194","0.7878788114","0.9142857194","90.909088135","0","90","60","21","5.75","10","47.619049072265625","25.97525215149","2025-04-13 15:57:23"
"334","With over 35 years of experience and growing team of over 2,000 experts servicing our global clients from our sites in North America and Europe we are tried and trusted branded and generic markets for API and dosage form development and manufacturing.","With over 35 years’ experience and a growing team of over 2,000 experts servicing our global clients from our sites in North America and Europe, we are tried and trusted in branded and generic markets for API and dosage form development and manufacturing.","With over 35 years of experience and a growing team of over 2,000 experts servicing our global clients from our sites in North America and Europe, we are a trusted brand and generic market for API and dosage form development and manufacturing.","74.071006775","0.8988918066","16.279069901","0.9425287247","0.870588243","0.9425287247","86.842102051","100","86.84210205078125","83.33333587646484","44","4.82499980926514","23","52.272727966308594","26.66699028015","2025-04-13 15:58:12"
"335","Also fofewe us in ClinkIT Careers on Facebook to get the lastest updates on our job-vacancies.","You can also follow us at ClinkIT Careers on Facebook to get the latest updates on our job vacancies.","Also follow us on ClinkIT Careers on Facebook to get the latest updates on our job vacancies.","71.279945374","0.8502327204","15.789473534","0.8888888955","0.8235294223","0.8888888955","73.684211731","100","78.9473648071289","83.33333587646484","18","4.47058820724487","7","38.88888931274414","12.75133514404","2025-04-13 15:59:03"
"336","9:00pm - You don’t have to go at home, but you can’t take it in.","9:00pm - You don’t have to go home, but you can’t stay here.","9:00pm - You don’t have to go home, but you can’t take it in.","76.942970276","0.8393791914","23.07692337","0.8387096524","0.8275862336","0.8387096524","82.35294342","0","87.5","100","20","2.59999990463257","16","80","13.83620357513","2025-04-13 16:00:06"
"337","do not that look cool frame?","wouldn't this look cool framed?","does that look like a cool frame?","7.2678842545","0.1923076957","100","0.4615384638","0.1818181872","0.4615384638","28.571428299","0","42.85714340209961","0","8","3.71428561210632","4","50","5.43364906311","2025-04-13 16:00:32"
"338","Originally from Atlanta, Georgia, Dr. Worley has received degrees of Columbus State (GA) University and Boston University where the University of North Carolina (Greensboo) holds certificate.","Originally from Atlanta, Georgia, Dr. Worley has received a B.M. from Columbus State (GA) University, a M.M. from Boston University, and a D.M.A. from the University of North Carolina Greensboro.","Originally from Atlanta, Georgia, Dr. Worley received degrees from Columbus State (GA) University and Boston University where the University of North Carolina (Greensboro) holds a certificate.","34.839298248","0.595099926","50","0.7333333492","0.5517241359","0.6666666865","81.481483459","55.555557251","85.18518829345703","40","33","6.11538457870483","14","42.42424392700195","23.24179649353","2025-04-13 16:01:33"
"339","For all the other stuff?","For all the other stuff….","For all the other stuff?","50.813274384","0.7937499881","20","1","1","1","66.666664124","0","71.42857360839844","100","6","3.79999995231628","5","83.33333587646484","4.344722747803","2025-04-13 16:01:52"
"340","Funding for this brief of policy was generously provided by the New York State Health Foundation.","Funding for this policy brief was generously provided by the New York State Health Foundation.","Funding for this brief of policy was generously provided by the New York State Health Foundation.","72.011314392","0.9839587808","13.333333015","0.9677419066","0.7586206794","0.9032257795","100","100","100","66.66666412353516","17","5.0625","7","41.17647171020508","12.58365535736","2025-04-13 16:02:33"
"341","Continue to stand tall Junoesque ladies!","Continue to stand tall, Junoesque ladies!","Continue to stand tall Junoesque ladies!","51.544868469","0.8066666722","16.666666031","1","1","1","62.5","100","87.5","0","7","5.66666650772095","2","28.571428298950195","6.290895462036","2025-04-13 16:03:00"
"342","This deal is on Britannica’s decision in March to stop publishing it 's 244 years of print run and Bing's website redesign.","This deal builds on Britannica’s decision in March to stop publishing it’s 244-year run of print volumes and Bing’s website redesign.","This deal is based on Britannica’s decision in March to stop publishing its 244 year print run and Bing’s website redesign.","48.83499527","0.7502790093","33.333332062","0.8333333135","0.6086956263","0.7916666865","75","75","80","42.85714340209961","26","4.40909099578857","13","50","15.23765087128","2025-04-13 16:03:53"
"343","FDA officials said ev3 executives that a study is required to obtain approval of Onyx's outside the brain user's and to ensure that the benefits of the device outweigh the risks","FDA officials told ev3 executives that a study would be required to gain approval for uses of Onyx outside the brain and to ensure that the benefits of the device outweighed the risks.","FDA officials said to ev3 executives that a study is required to obtain approval for Onyx outside the brain users and to ensure that the benefits of the device outweigh the risks.","48.859355927","0.8468767405","27.272727966","0.8307692409","0.6666666865","0.8307692409","75","100","78.57142639160156","80","33","4.5625","15","45.45454406738281","20.70810890198","2025-04-13 16:04:52"
"344","Etoposide Injection is indicated on management of the following new plasm.","Etoposide Injection is indicated in the management of the following neoplasms.","Etoposide injection is indicated for management of the following new plasm.","27.09198761","0.7215909362","36.363636017","0.7272727489","0.6000000238","0.7272727489","63.636363983","0","54.54545593261719","33.33333206176758","12","5.81818199157715","5","41.66666793823242","5.826639175415","2025-04-13 16:05:24"
"345","After three coats of all, I let them dry really well.","After all three coats are applied, I let them dry really well.","After three coats of all, I let them dry really well.","59.266807556","0.7422969341","25","0.8695651889","0.571428597","0.7826086879","85.714286804","100","85.71428680419922","66.66666412353516","13","3.72727274894714","7","53.846153259277344","8.775898933411","2025-04-13 16:05:59"
"346","1/2 BBB would weigh 840.","1/2 BBB would weigh 840 pounds.","1/2 BBB would weigh 840.","76.727966309","0.6726694703","33.333332062","0.9230769277","0.9090909362","0.9230769277","85.714286804","66.666664124","85.71428680419922","50","6","4.33333349227905","3","50","6.09854221344","2025-04-13 16:06:34"
"347","In Luke 10:20, Yahushua tells His disciples, that were elated over and have surrendered the power that had laid down on them (Luke 10:17-20), “notwithstanding in this rejoice not, that the spirits are subject unto you; but rather rejoice, because your names are written in heaven” (Luke 10:20, emphasis added).","In Luke 10:20, Yahushua tells His disciples, who were elated over the power that had been given them (Luke 10:17-20), “notwithstanding in this rejoice not, that the spirits are subject unto you; but rather rejoice, because your names are written in heaven” (Luke 10:20, emphasis added).","In Luke 10:20, Yahushua tells His disciples, that were elated over and have surrendered the power that had laid down on them (Luke 10:17-20). “Notwithstanding, in this rejoice not, that the spirits are subject unto you; but","50.672607422","0.5964070559","47.826087952","0.7333333492","0.6590909362","0.7333333492","68.888885498","100","72.34042358398438","69.23076629638672","46","4.7142858505249","32","69.56521606445312","33.85116577148","2025-04-13 16:07:50"
"348","The judging body further includes Saudi-actor Ibrahim Al Hassawi, Cultural Qatari advisor, Fatima Al Remaihi, acting CEO of the Doha Film Institute and director of Ajyal Youth Film Festival, Abdullah Saleh, playwright, stage actor based in the UAE and Kurdish-Norwegian filmmaker Hisham Zaman.","The judging body further includes Saudi actor Ibrahim Al Hassawi, Qatari cultural advisor, Fatima Al Remaihi, acting CEO of the Doha Film Institute and director of the Ajyal Youth Film Festival, Abdullah Saleh, playwright, stage actor based in the UAE and Kurdish-Norwegian filmmaker Hisham Zaman.","The judging body further includes Saudi-actor Ibrahim Al Hassawi, Cultural Qatari advisor, Fatima Al Remaihi, acting CEO of the Doha Film Institute and director of Ajyal Youth Film Festival, Abdullah Saleh, playwright, stage actor based","61.761592865","0.7596433759","26.666666031","0.8780487776","0.7749999762","0.8536585569","77.5","60","73.80952453613281","63.6363639831543","41","5.57142877578735","12","29.268293380737305","35.05971908569","2025-04-13 16:08:54"
"349","Free will being able to decide whether to obey God or disperate God; God created us with free will because he wants us to make good Choices.","Free will being able to choose whether to obey God or disobey God. God created us with free will because he wants us to make good choices.","Free will being able to decide whether to obey God or disperate God. God created us with free will because he wants us to make good choices.","80.964271545","0.9251258969","7.4074072838","0.9259259105","0.8461538553","0.9259259105","90.909088135","0","90.90908813476562","100","29","4.14814805984497","12","41.379310607910156","16.34082221985","2025-04-13 16:09:38"
"350","The front end gets a high-quality facelift that makes the hp-giant look mored powerful, especially in combination with the modification of mudguards.","The front end gets a high-quality facelift that makes the hp-giant look more powerful, especially in combination with the modification of the mudguards.","The front end gets a high-quality facelift that makes the hp-giant look more powerful, especially in combination with the modification of mudguards.","90.336555481","0.945225358","4.347826004","0.9795918465","0.9361702204","0.9795918465","100","0","100","83.33333587646484","24","5.59090900421143","11","45.83333206176758","19.54431533813","2025-04-13 16:10:48"
"351","Venter mentioned the need for ethics in deciding how to use the tools of synthetic boilogy and recommended the December 2010 report of the Presidential Commission for the Study of Bioethical Issues.","Venter mentioned the need for ethics in deciding how to use the tools of synthetic biology and recommended the December 2010 report of the Presidential Commission for the Study of Bioethical Issues.","Venter mentioned the need for ethics in deciding how to use the tools of synthetic biology and recommended the December 2010 report of the Presidential Commission for the Study of Bioethical Issues.","100","0.9999847412","0","1","1","1","100","100","100","100","33","5.22580623626709","16","48.48484802246094","13.03556060791","2025-04-13 16:14:50"
"352","From the given 10 Year Warranty on the air conditions-compressor, consumers then can enjoy the benefit of LG air conditioners for a longer period, allowed them to own product that is bound to keep their wallet intact for a longer period.","With the given 10 Year Warranty on the air conditioner compressor, consumers can now enjoy the benefit of LG air conditioners for a longer period, allowing them to own a product that is bound to keep their wallet intact for a longer period.","With the given 10 Year Warranty on the air conditioning compressor, consumers can enjoy the benefit of LG air conditioners for a longer period, allowing them to own a product that is bound to keep their wallet intact for a longer period.","88.516723633","0.9555237293","4.6511626244","0.9647058845","0.9156626463","0.9647058845","94.444442749","100","94.44444274902344","90","45","4.65853643417358","23","51.11111068725586","37.43404006958","2025-04-13 16:16:16"
"353","Hi Mike ~ fervent job last night on the show!","Hi Mike! Nice job last night on the show!","Hi Mike  fervent job last night on the show!","63.981666565","0.7687074542","22.222221375","0.8888888955","0.75","0.8888888955","90","100","90","50","10","3.77777767181396","3","30","6.653276443481","2025-04-13 16:17:14"
"354","the web page script by web intent.","the web page script via web intents.","the web page script by web intent.","38.260295868","0.6914285421","28.571428299","0.8571428657","0.6666666865","0.8571428657","57.142856598","0","71.42857360839844","50","8","3.85714292526245","3","37.5","3.308549404144","2025-04-13 16:17:46"
"355","Governmental Bars of Law Date: Jully 15, 2019 at 11:59 p.m., Global Time.","Governmental Bar Date: July 15, 2019 at 11:59 p.m., Central Time.","Governmental Bars of Law Date: Jully 15, 2019 at 11:59 p.m., Global Time.","58.016605377","0.7682980895","45.454544067","0.7857142687","0.538461566","0.7857142687","78.571426392","25","71.42857360839844","33.33333206176758","17","4.40000009536743","9","52.94117736816406","11.08773231506","2025-04-13 16:18:25"
"356","Project Managers are responsible for cross-functional, enterprise-level project management, with strong relief and consensus building skills to ensure project success.","Project Managers are responsible for cross-functional, enterprise-level project management, with strong facilitation and consensus building skills to ensure project success.","Project Managers are responsible for cross-functional, enterprise-level project management, with strong relief and consensus building skills to ensure project success.","87.874191284","0.9494459629","5","0.9545454383","0.9047619104","0.9545454383","95.238098145","100","95.83333587646484","60","23","7.15000009536743","8","34.78260803222656","8.818550109863","2025-04-13 16:19:17"
"357","stainless steel weber grills long as long,,,,) as the meals cooked on them delicious such as this caribbean jerked hanger stake that i cooked on garats rated at 5 years,) grates stainless steel weber grills outdoor cooking the home depot burner propane gas gisrll in stanless falls.","stainless steel weber grill as long as the food cooked on them is delicious such as this caribbean jerked hanger steak that i cooked on my five year old stainless steel grates stainless steel weber grills outdoor cooking the home depot genesis ii s burner propane gas grill in stainless steel.","stainless steel weber grills long as long as the meals cooked on them delicious such as this caribbean jerked hanger stake that i cooked on garats rated at 5 years grates stainless steel weber grills outdoor cooking the home depot burner propane gas grill in stanless falls","47.887466431","0.7595247626","31.372549057","0.7755101919","0.625","0.7755101919","69.230766296","50","71.79486846923828","40","47","4.91304349899292","15","31.914894104003906","22.8032951355","2025-04-13 16:20:31"
"358","The great walks Dartmoor National Park is full of wonderful walking roates.","Great walks - Dartmoor National Park is full of wonderful walking routes.","The great walks Dartmoor National Park is full of wonderful walking routes.","75.392211914","0.9139118195","16.666666031","0.9565217495","0.9523809552","0.9565217495","76.923080444","0","84.61538696289062","50","13","5.25","4","30.769229888916016","5.445327758789","2025-04-13 16:21:13"
"359","Whore When did you learn to type?","When did you learn to type?","When did you learn to type?","100","0.997685194","0","1","1","1","100","0","100","100","7","3.5","5","71.42857360839844","3.316720724106","2025-04-13 16:22:47"
"360","We have known about contains a blend of over 70 powerful nutrients to give you energy, keep Your body functioning at highest level and give the maximum hawthorn berry benefits you need.","We have found a product that contains a blend of over 70 powerful nutrients to give you energy, keep your body functioning at its highest level and give you the maximum hawthorn berry benefits you need.","We have a blend of over 70 powerful nutrients to give you energy, keep your body functioning at its highest level and give you the maximum hawthorn berry benefits you need.","82.417419434","0.8731222153","13.888889313","0.925373137","0.8923076987","0.925373137","88.235290527","100","88.23529052734375","80","33","4.59999990463257","17","51.51515197753906","13.53944587708","2025-04-13 16:23:42"
"361","Certificate in Periodontology and Implants: Tufts University, Boston, USA.","Certificate in Periodontology and Implants, Tufts University, Boston, USA.","Certificate in Periodontology and Implants: Tufts University, Boston, USA.","76.11605835","0.881944418","11.111110687","1","1","1","90.909088135","100","100","100","13","6.88888883590698","6","46.153846740722656","9.289929389954","2025-04-13 16:24:15"
"362","The Chinese scientist who claims to have alter the DNA of twin girls before birth – without going through the usual scientific channels – said he was proud of his work, and claimed another woman enrolled in his trial had been pregnant with a simulaly modified baby.","The Chinese scientist who claims to have altered the DNA of twin girls before birth – without going through the usual scientific channels – said he was proud of his work, and claimed another woman enrolled in his trial was pregnant with a similarly modified baby.","The Chinese scientist who claims to have altered the DNA of twin girls before birth – without going through the usual scientific channels – said he was proud of his work, and claimed another woman enrolled in his trial had been pregnant with a simulaly modified baby.","87.106132507","0.9537465572","6.521739006","0.9438202381","0.8965517282","0.9438202381","97.674415588","100","97.6744155883789","90.90908813476562","49","4.8222222328186","24","48.979591369628906","70.05139923096","2025-04-13 16:26:17"
"363","Emily has a bachelor’s degree of journalism with focus of news and editiral from the University of Oregon's School of Journalism and Communication (locally, article was recently in Willamette week and portland tribune).","Emily has a bachelor’s degree in journalism with a focus on news/editorial from the University of Oregon's School of Journalism and Communication. Locally, her articles have also appeared in Willamette Week and Portland Tribune.","Emily has a bachelor’s degree in journalism with a focus on news and editorial from the University of Oregon's School of Journalism and Communication. Locally, her article was recently published in Willamette Week and the Portland Tribune.","71.816062927","0.871137023","23.529411316","0.8947368264","0.8108108044","0.8947368264","82.857139587","75","86.11111450195312","58.33333206176758","43","5.07692289352417","23","53.488372802734375","18.03364944458","2025-04-13 16:27:08"
"364","Interested on Cleveland / Columbus t15, good score, tips.","Interested in Cleveland/Columbus, t15, good grades, tips?","Interested in Cleveland / Columbus t15, good score, tips.","42.869823456","0.5208333135","71.428573608","0.875","0.7142857313","0.875","66.666664124","100","81.81818389892578","0","12","5.375","6","50","5.618957519531","2025-04-13 16:27:57"
"365","Ti coeur angel & The Apothecary to costurcyrng at 15. to 16. december.16 and 17 ...","Ti-Coeur Angel & The Apothecary to be published on 15, 16 and 17 December 10.","Ti coeur angel & The Apothecary to costurcyrng at 15. to 16. december 16 and 17.","19.517971039","0.4966887534","60","0.7333333492","0.5","0.6666666865","47.058822632","0","52.6315803527832","50","17","4.81818199157715","11","64.70587921142578","38.37250900269","2025-04-13 16:29:38"
"366","Posted Danny Wynne - Jun 17 2015 . No comments","Posted by Danny Wynne on June 17, 2015 . No comments.","Posted by Danny Wynne - Jun 17, 2015 . No Comments.","49.735671997","0.8136925101","18.181818008","0.8421052694","0.7058823705","0.8421052694","75","0","75","33.33333206176758","13","4.42857122421265","8","61.53845977783203","5.723876476288","2025-04-13 16:31:26"
"367","He has been a member in Fork Run Camp and served in “Custodian” of Moon River.","He was a member of Fork Run Camp and served as “Custodian” of Moon River.","He has been a member of Fork Run Camp and served as “Custodian” of Moon River.","81.932289124","0.9258008003","13.333333015","0.9032257795","0.8275862336","0.9032257795","94.117645264","100","94.11764526367188","100","19","3.75","11","57.894737243652344","8.598536491394","2025-04-13 16:32:09"
"368","Richard’s note Freya is my favourites character Â The Last Seal.","Richard’s note: Freya is probably my favourite character Â The Last Seal.","Richard’s note: Freya is my favourite character  The Last Seal.","53.83782959","0.836016953","16.666666031","0.9565217495","0.8571428657","0.9565217495","81.25","100","86.66666412353516","75","14","4.54545450210571","7","50","5.734838008881","2025-04-13 16:32:49"
"369","What consoledo you own it on of out curiosity website?","What console do you own it on of out curiosity?","What console do you own on your own curiosity website?","39.458812714","0.5625","50","0.6999999881","0.4444444478","0.6999999881","63.636363983","0","72.7272720336914","50","11","4.40000009536743","8","72.7272720336914","3.861236810684","2025-04-13 16:33:36"
"370","Then I worried that car is expensive","I worry that this car is expensive.","Then I worried that the car is expensive.","33.031642914","0.8294209838","42.857143402","0.8000000119","0.6153846383","0.8000000119","75","0","75","50","9","4.125","6","66.66666412353516","5.944772720337","2025-04-14 03:36:37"
"371","SBI is pushing its Site design system, even as is there already it is option WordPress.","SBI is pushing its SiteDesign system, even when there is already a WordPress option.","SBI is pushing its Site design system, even though there is already an option for WordPress.","26.533355713","0.6220657229","50","0.7333333492","0.4285714328","0.6666666865","80","100","80","33.33333206176758","18","4.6875","8","44.44444274902344","10.53424167633","2025-04-14 03:37:52"
"372","if you need more related information try out more.articles about Sean Nalewanyj!","If you need more of related information try out more .articles from Sean Nalewanyj!.","If you need more related information try out more articles about Sean Nalewanyj!","43.917758942","0.7097122073","28.571428299","0.8888888955","0.7200000286","0.8888888955","73.333335876","100","66.66666412353516","50","14","5.1538462638855","7","50","6.109010696411","2025-04-14 03:39:11"
"373","Act currently is Status of Patel Salt And Marine Chemical private.","Current Status of Patel Salt And Marine Chemicals Private Limited is Active..","Act currently Status of Patel Salt And Marine Chemical Private.","37.773311615","0.6773040295","58.333332062","0.8181818128","0.8000000119","0.8181818128","53.846153259","0","53.846153259277344","0","11","5.30000019073486","3","27.272727966308594","5.235285758972","2025-04-14 03:40:06"
"374","Take some glue from it and place the hair in top of a head.","Put some glue on it and place the halo on top of the head.","Take some glue from it and place the hair on top of the head.","53.036247253","0.7777450085","21.428571701","0.7857142687","0.6153846383","0.7857142687","84.615386963","0","84.61538696289062","80","15","3.35714292526245","9","60","5.400293827057","2025-04-14 03:41:26"
